Date,Close
1/30/2023 16:00:00,191.62
1/31/2023 16:00:00,195.37
2/1/2023 16:00:00,209.43
2/2/2023 16:00:00,217.09
2/3/2023 16:00:00,211
2/6/2023 16:00:00,210.89
2/7/2023 16:00:00,221.73
2/8/2023 16:00:00,222.05
2/9/2023 16:00:00,223.37
2/10/2023 16:00:00,212.65
2/13/2023 16:00:00,217.88
2/14/2023 16:00:00,229.71
2/15/2023 16:00:00,227.64
2/16/2023 16:00:00,220.02
2/17/2023 16:00:00,213.88
2/21/2023 16:00:00,206.55
2/22/2023 16:00:00,207.54
2/23/2023 16:00:00,236.64
2/24/2023 16:00:00,232.86
2/27/2023 16:00:00,235.01
2/28/2023 16:00:00,232.16
3/1/2023 16:00:00,226.98
3/2/2023 16:00:00,233.14
3/3/2023 16:00:00,238.9
3/6/2023 16:00:00,235.54
3/7/2023 16:00:00,232.88
3/8/2023 16:00:00,241.81
3/9/2023 16:00:00,234.36
3/10/2023 16:00:00,229.65
3/13/2023 16:00:00,229.66
3/14/2023 16:00:00,240.63
3/15/2023 16:00:00,242.28
3/16/2023 16:00:00,255.41
3/17/2023 16:00:00,257.25
3/20/2023 16:00:00,259
3/21/2023 16:00:00,261.99
3/22/2023 16:00:00,264.68
3/23/2023 16:00:00,271.91
3/24/2023 16:00:00,267.79
3/27/2023 16:00:00,265.31
3/28/2023 16:00:00,264.1
3/29/2023 16:00:00,269.84
3/30/2023 16:00:00,273.83
3/31/2023 16:00:00,277.77
4/3/2023 16:00:00,279.65
4/4/2023 16:00:00,274.53
4/5/2023 16:00:00,268.81
4/6/2023 16:00:00,270.37
4/10/2023 16:00:00,275.79
4/11/2023 16:00:00,271.69
4/12/2023 16:00:00,264.95
4/13/2023 16:00:00,264.63
4/14/2023 16:00:00,267.58
4/17/2023 16:00:00,270.02
4/18/2023 16:00:00,276.67
4/19/2023 16:00:00,279.31
4/20/2023 16:00:00,271.04
4/21/2023 16:00:00,271.19
4/24/2023 16:00:00,270.42
4/25/2023 16:00:00,262.41
4/26/2023 16:00:00,269.56
4/27/2023 16:00:00,272.26
4/28/2023 16:00:00,277.49
5/1/2023 16:00:00,289.1
5/2/2023 16:00:00,282.1
5/3/2023 16:00:00,278.02
5/4/2023 16:00:00,275.62
5/5/2023 16:00:00,286.8
5/8/2023 16:00:00,291.51
5/9/2023 16:00:00,285.71
5/10/2023 16:00:00,288.85
5/11/2023 16:00:00,285.78
5/12/2023 16:00:00,283.4
5/15/2023 16:00:00,289.53
5/16/2023 16:00:00,292.13
5/17/2023 16:00:00,301.78
