Date,Close
5/18/2023 16:00:00,7.82
5/19/2023 16:00:00,8.07
5/22/2023 16:00:00,8.79
5/23/2023 16:00:00,8.75
5/24/2023 16:00:00,7.92
5/25/2023 16:00:00,7.54
5/26/2023 16:00:00,7.7
5/30/2023 16:00:00,7.41
5/31/2023 16:00:00,7.53
6/1/2023 16:00:00,7.54
6/2/2023 16:00:00,7.56
6/5/2023 16:00:00,7.67
6/6/2023 16:00:00,7.88
6/7/2023 16:00:00,7.76
6/8/2023 16:00:00,7.79
6/9/2023 16:00:00,7.73
6/12/2023 16:00:00,8.4
6/13/2023 16:00:00,8.89
6/14/2023 16:00:00,9.05
6/15/2023 16:00:00,9.79
6/16/2023 16:00:00,9.4
6/20/2023 16:00:00,9.35
6/21/2023 16:00:00,9.07
6/22/2023 16:00:00,8.92
6/23/2023 16:00:00,8.43
6/26/2023 16:00:00,8.4
6/27/2023 16:00:00,9.34
6/28/2023 16:00:00,9.52
6/29/2023 16:00:00,9.39
6/30/2023 16:00:00,9.69
7/3/2023 13:00:00,10.03
7/5/2023 16:00:00,10.22
7/6/2023 16:00:00,9.56
7/7/2023 16:00:00,9.99
7/10/2023 16:00:00,10.78
7/11/2023 16:00:00,10.81
7/12/2023 16:00:00,11.16
7/13/2023 16:00:00,10.76
7/14/2023 16:00:00,10.54
7/17/2023 16:00:00,10.56
7/18/2023 16:00:00,10.42
7/19/2023 16:00:00,10.64
7/20/2023 16:00:00,10.32
7/21/2023 16:00:00,10.58
7/24/2023 16:00:00,11.73
7/25/2023 16:00:00,11.91
7/26/2023 16:00:00,13.17
7/27/2023 16:00:00,13.24
7/28/2023 16:00:00,14.74
7/31/2023 16:00:00,15.3
8/1/2023 16:00:00,14.63
8/2/2023 16:00:00,14.57
8/3/2023 16:00:00,15.46
8/4/2023 16:00:00,14.72
8/7/2023 16:00:00,14.82
8/8/2023 16:00:00,14.07
8/9/2023 16:00:00,13.46
8/10/2023 16:00:00,13.25
8/11/2023 16:00:00,12.9
8/14/2023 16:00:00,12.52
8/15/2023 16:00:00,11.83
8/16/2023 16:00:00,11.4
8/17/2023 16:00:00,11.5
8/18/2023 16:00:00,10.67
8/21/2023 16:00:00,10.95
8/22/2023 16:00:00,10.79
8/23/2023 16:00:00,10.84
8/24/2023 16:00:00,10.64
8/25/2023 16:00:00,10.83
8/28/2023 16:00:00,11.02
8/29/2023 16:00:00,10.89
8/30/2023 16:00:00,10.67
8/31/2023 16:00:00,10.27
9/1/2023 16:00:00,11
9/5/2023 16:00:00,10.81
9/6/2023 16:00:00,10.58
9/7/2023 16:00:00,10.08
9/8/2023 16:00:00,10.04
9/11/2023 16:00:00,10.33
9/12/2023 16:00:00,10.57
9/13/2023 16:00:00,10.07
9/14/2023 16:00:00,10.38
9/15/2023 16:00:00,10.43
9/18/2023 16:00:00,10.31
9/19/2023 16:00:00,8.55
9/20/2023 16:00:00,8.82
9/21/2023 16:00:00,8.45
9/22/2023 16:00:00,8.53
9/25/2023 16:00:00,8.35
9/26/2023 16:00:00,8.41
9/27/2023 16:00:00,8.46
9/28/2023 16:00:00,8.91
9/29/2023 16:00:00,9.04
10/2/2023 16:00:00,8.79
10/3/2023 16:00:00,8.61
10/4/2023 16:00:00,8.83
10/5/2023 16:00:00,8.66
10/6/2023 16:00:00,8.72
10/9/2023 16:00:00,8.34
10/10/2023 16:00:00,8.83
10/11/2023 16:00:00,8.97
10/12/2023 16:00:00,8.44
10/13/2023 16:00:00,8.47
10/16/2023 16:00:00,8.52
10/17/2023 16:00:00,8.53
10/18/2023 16:00:00,7.91
10/19/2023 16:00:00,7.69
10/20/2023 16:00:00,7.58
10/23/2023 16:00:00,7.59
10/24/2023 16:00:00,8.09
10/25/2023 16:00:00,7.6
10/26/2023 16:00:00,7.63
10/27/2023 16:00:00,7.44
10/30/2023 16:00:00,7.52
10/31/2023 16:00:00,7.3
11/1/2023 16:00:00,7.45
11/2/2023 16:00:00,7.79
11/3/2023 16:00:00,8.23
11/6/2023 16:00:00,7.97
11/7/2023 16:00:00,7.89
11/8/2023 16:00:00,7.92
11/9/2023 16:00:00,7.47
11/10/2023 16:00:00,7.24
11/13/2023 16:00:00,7.22
11/14/2023 16:00:00,7.58
11/15/2023 16:00:00,7.94
11/16/2023 16:00:00,7.4
11/17/2023 16:00:00,7.39
11/20/2023 16:00:00,7.8
11/21/2023 16:00:00,7.51
11/22/2023 16:00:00,7.47
11/24/2023 13:00:00,7.4
11/27/2023 16:00:00,7.19
11/28/2023 16:00:00,7.21
11/29/2023 16:00:00,7.18
11/30/2023 16:00:00,7.27
12/1/2023 16:00:00,7.15
12/4/2023 16:00:00,7.32
12/5/2023 16:00:00,7.43
12/6/2023 16:00:00,7.75
12/7/2023 16:00:00,7.49
12/8/2023 16:00:00,7.38
12/11/2023 16:00:00,7.68
12/12/2023 16:00:00,7.27
12/13/2023 16:00:00,7.43
12/14/2023 16:00:00,7.86
12/15/2023 16:00:00,7.98
12/18/2023 16:00:00,8.35
12/19/2023 16:00:00,8.82
12/20/2023 16:00:00,7.92
12/21/2023 16:00:00,8.29
12/22/2023 16:00:00,8.42
12/26/2023 16:00:00,9.33
12/27/2023 16:00:00,9.1
12/28/2023 16:00:00,9.43
12/29/2023 16:00:00,9.07
1/2/2024 16:00:00,8.42
1/3/2024 16:00:00,8.5
1/4/2024 16:00:00,8.27
1/5/2024 16:00:00,8.06
1/8/2024 16:00:00,7.93
1/9/2024 16:00:00,7.56
1/10/2024 16:00:00,7.41
1/11/2024 16:00:00,7.4
1/12/2024 16:00:00,7.17
1/16/2024 16:00:00,6.55
1/17/2024 16:00:00,6.3
1/18/2024 16:00:00,6.28
1/19/2024 16:00:00,6.06
1/22/2024 16:00:00,5.98
1/23/2024 16:00:00,6.21
1/24/2024 16:00:00,6.07
1/25/2024 16:00:00,6.04
1/26/2024 16:00:00,6.14
