Date,Close
7/13/2023 16:00:00,14.04
7/14/2023 16:00:00,14.02
7/17/2023 16:00:00,14.07
7/18/2023 16:00:00,14.33
7/19/2023 16:00:00,14.98
7/20/2023 16:00:00,15.04
7/21/2023 16:00:00,14.56
7/24/2023 16:00:00,16.01
7/25/2023 16:00:00,15.36
7/26/2023 16:00:00,19.46
7/27/2023 16:00:00,20.22
7/28/2023 16:00:00,23.39
7/31/2023 16:00:00,20.92
8/1/2023 16:00:00,20.05
8/2/2023 16:00:00,18.83
8/3/2023 16:00:00,19.54
8/4/2023 16:00:00,18.32
8/7/2023 16:00:00,18.7
8/8/2023 16:00:00,17.73
8/9/2023 16:00:00,16.94
8/10/2023 16:00:00,16.78
8/11/2023 16:00:00,16.28
8/14/2023 16:00:00,16.24
8/15/2023 16:00:00,16.11
8/16/2023 16:00:00,15.58
8/17/2023 16:00:00,15.65
8/18/2023 16:00:00,14.98
8/21/2023 16:00:00,16.43
8/22/2023 16:00:00,15.94
8/23/2023 16:00:00,16.06
8/24/2023 16:00:00,16.2
8/25/2023 16:00:00,17.53
8/28/2023 16:00:00,18.46
8/29/2023 16:00:00,19.14
8/30/2023 16:00:00,18.88
8/31/2023 16:00:00,17.79
9/1/2023 16:00:00,18.71
9/5/2023 16:00:00,18.75
9/6/2023 16:00:00,18.95
9/7/2023 16:00:00,17.46
9/8/2023 16:00:00,17.35
9/11/2023 16:00:00,18.48
9/12/2023 16:00:00,18.65
9/13/2023 16:00:00,18.07
9/14/2023 16:00:00,18.35
9/15/2023 16:00:00,18.3
9/18/2023 16:00:00,18.46
9/19/2023 16:00:00,17.49
9/20/2023 16:00:00,16.35
9/21/2023 16:00:00,15.89
9/22/2023 16:00:00,16.44
9/25/2023 16:00:00,16.69
9/26/2023 16:00:00,16.22
9/27/2023 16:00:00,16.69
9/28/2023 16:00:00,17.22
9/29/2023 16:00:00,18.36
10/2/2023 16:00:00,18.13
10/3/2023 16:00:00,17.44
10/4/2023 16:00:00,17.97
10/5/2023 16:00:00,17.95
10/6/2023 16:00:00,18.16
10/9/2023 16:00:00,16.29
10/10/2023 16:00:00,16.94
10/11/2023 16:00:00,17.01
10/12/2023 16:00:00,16.3
10/13/2023 16:00:00,16.14
10/16/2023 16:00:00,15.35
10/17/2023 16:00:00,15.38
10/18/2023 16:00:00,13.8
10/19/2023 16:00:00,13.63
10/20/2023 16:00:00,13.42
10/23/2023 16:00:00,13.91
10/24/2023 16:00:00,15.34
10/25/2023 16:00:00,14.11
10/26/2023 16:00:00,14.58
10/27/2023 16:00:00,14.7
10/30/2023 16:00:00,14.91
10/31/2023 16:00:00,14.48
11/1/2023 16:00:00,15.5
11/2/2023 16:00:00,16.54
11/3/2023 16:00:00,17.14
11/6/2023 16:00:00,17.43
11/7/2023 16:00:00,17.13
11/8/2023 16:00:00,16.1
11/9/2023 16:00:00,15.89
11/10/2023 16:00:00,15.26
11/13/2023 16:00:00,15.66
11/14/2023 16:00:00,17
11/15/2023 16:00:00,17.39
11/16/2023 16:00:00,16.23
11/17/2023 16:00:00,16.79
11/20/2023 16:00:00,18.23
11/21/2023 16:00:00,17.4
11/22/2023 16:00:00,17.42
11/24/2023 13:00:00,18.48
11/27/2023 16:00:00,17.71
11/28/2023 16:00:00,17.88
11/29/2023 16:00:00,17.16
11/30/2023 16:00:00,16.61
12/1/2023 16:00:00,15.74
12/4/2023 16:00:00,16.02
12/5/2023 16:00:00,16.19
12/6/2023 16:00:00,16.7
12/7/2023 16:00:00,16
12/8/2023 16:00:00,15.15
12/11/2023 16:00:00,15.89
12/12/2023 16:00:00,15.53
12/13/2023 16:00:00,15.38
12/14/2023 16:00:00,15.65
12/15/2023 16:00:00,14.47
12/18/2023 16:00:00,14.32
12/19/2023 16:00:00,14.79
12/20/2023 16:00:00,13.98
12/21/2023 16:00:00,14.17
12/22/2023 16:00:00,13.81
12/26/2023 16:00:00,14.03
12/27/2023 16:00:00,13.65
12/28/2023 16:00:00,14.27
12/29/2023 16:00:00,14.59
1/2/2024 16:00:00,14.04
1/3/2024 16:00:00,14.23
1/4/2024 16:00:00,13.79
1/5/2024 16:00:00,13.09
1/8/2024 16:00:00,12.7
1/9/2024 16:00:00,12.6
1/10/2024 16:00:00,12.4
1/11/2024 16:00:00,12.25
1/12/2024 16:00:00,11.77
1/16/2024 16:00:00,10.62
1/17/2024 16:00:00,10.1
1/18/2024 16:00:00,9.87
1/19/2024 16:00:00,9.64
1/22/2024 16:00:00,9.34
1/23/2024 16:00:00,9.72
1/24/2024 16:00:00,9.2
1/25/2024 16:00:00,9.05
1/26/2024 16:00:00,8.97
