Date,Close
1/30/2023 16:00:00,10.02
1/31/2023 16:00:00,10.64
2/1/2023 16:00:00,11.13
2/2/2023 16:00:00,11.05
2/3/2023 16:00:00,10.5
2/6/2023 16:00:00,10.45
2/7/2023 16:00:00,10.34
2/8/2023 16:00:00,9.84
2/9/2023 16:00:00,9.75
2/10/2023 16:00:00,9.29
2/13/2023 16:00:00,9.46
2/14/2023 16:00:00,9.44
2/15/2023 16:00:00,9.43
2/16/2023 16:00:00,9.7
2/17/2023 16:00:00,9.53
2/21/2023 16:00:00,9.22
2/22/2023 16:00:00,9.21
2/23/2023 16:00:00,9.05
2/24/2023 16:00:00,8.4
2/27/2023 16:00:00,8.6
2/28/2023 16:00:00,8.92
3/1/2023 16:00:00,8.86
3/2/2023 16:00:00,9.33
3/3/2023 16:00:00,9.62
3/6/2023 16:00:00,9.37
3/7/2023 16:00:00,8.63
3/8/2023 16:00:00,8.44
3/9/2023 16:00:00,8.29
3/10/2023 16:00:00,8.18
3/13/2023 16:00:00,8.27
3/14/2023 16:00:00,7.92
3/15/2023 16:00:00,8.1
3/16/2023 16:00:00,8.33
3/17/2023 16:00:00,8.84
3/20/2023 16:00:00,9.15
3/21/2023 16:00:00,9.91
3/22/2023 16:00:00,9.7
3/23/2023 16:00:00,9.91
3/24/2023 16:00:00,9.62
3/27/2023 16:00:00,9.71
3/28/2023 16:00:00,10.25
3/29/2023 16:00:00,11.19
3/30/2023 16:00:00,11.39
3/31/2023 16:00:00,11.11
4/3/2023 16:00:00,11
4/4/2023 16:00:00,10.2
4/5/2023 16:00:00,10.04
4/6/2023 16:00:00,10.26
4/10/2023 16:00:00,10.28
4/11/2023 16:00:00,10.49
4/12/2023 16:00:00,9.91
4/13/2023 16:00:00,9.98
4/14/2023 16:00:00,9.92
4/17/2023 16:00:00,11.43
4/18/2023 16:00:00,11.28
4/19/2023 16:00:00,9.87
4/20/2023 16:00:00,9.33
4/21/2023 16:00:00,9.25
4/24/2023 16:00:00,9.29
4/25/2023 16:00:00,8.84
4/26/2023 16:00:00,9.18
4/27/2023 16:00:00,9.73
4/28/2023 16:00:00,9.5
5/1/2023 16:00:00,9.9
5/2/2023 16:00:00,9.75
5/3/2023 16:00:00,9.67
5/4/2023 16:00:00,10.15
5/5/2023 16:00:00,10.4
5/8/2023 16:00:00,10.55
5/9/2023 16:00:00,10.09
5/10/2023 16:00:00,10.3
5/11/2023 16:00:00,10.75
5/12/2023 16:00:00,9.82
5/15/2023 16:00:00,9.8
5/16/2023 16:00:00,9.51
5/17/2023 16:00:00,9.58
5/18/2023 16:00:00,9.13
5/19/2023 16:00:00,9.02
5/22/2023 16:00:00,9.41
5/23/2023 16:00:00,9.11
5/24/2023 16:00:00,8.65
5/25/2023 16:00:00,8.01
5/26/2023 16:00:00,8.2
5/30/2023 16:00:00,7.87
5/31/2023 16:00:00,7.88
6/1/2023 16:00:00,8.02
6/2/2023 16:00:00,8.44
6/5/2023 16:00:00,8.45
6/6/2023 16:00:00,8.65
6/7/2023 16:00:00,8.38
6/8/2023 16:00:00,8.46
6/9/2023 16:00:00,8.87
6/12/2023 16:00:00,9.86
6/13/2023 16:00:00,10.29
6/14/2023 16:00:00,10.8
6/15/2023 16:00:00,11.59
6/16/2023 16:00:00,11.38
6/20/2023 16:00:00,10.88
6/21/2023 16:00:00,10.63
6/22/2023 16:00:00,10.56
6/23/2023 16:00:00,9.9
6/26/2023 16:00:00,10.16
6/27/2023 16:00:00,10.98
6/28/2023 16:00:00,11.78
6/29/2023 16:00:00,11.83
6/30/2023 16:00:00,13.42
7/3/2023 13:00:00,13.98
7/5/2023 16:00:00,14.8
7/6/2023 16:00:00,14.14
7/7/2023 16:00:00,14.16
7/10/2023 16:00:00,14.15
7/11/2023 16:00:00,14.97
7/12/2023 16:00:00,15.15
